image_id,true_label,true_sentiment,blip2_caption,emotion_label,emotion_numeric,image_path
3245.jpg,0,neutral,Molecular Mechanisms in Plant Adaptation by Sarah L. Lewis,neutral,0,data\image\3245.jpg
2459.jpg,1,positive,RT @ TheBoysBoys : @ JackBoysBoys happy birthday to,negative,-1,data\image\2459.jpg
1064.jpg,0,neutral,Harry Potter and the Cursed Child cast reveal new photos ahead of London opening # HarryPot,negative,-1,data\image\1064.jpg
4107.jpg,0,neutral,RT @ artnet : Artwork by Chiang Mai artist Chiang Mai .,neutral,0,data\image\4107.jpg
0919.jpg,0,neutral,RT @ ChloePointe : We ' re at the @ ChloePointe ! Come,neutral,0,data\image\0919.jpg
0365.jpg,1,positive,"# Old Trafford , Manchester . # UnitedInRed # UnitedInRed # Football #",neutral,0,data\image\0365.jpg
4293.jpg,1,positive,"RT @ TheDailyShow : Stephen Colbert as Captain America , in the new movie :",neutral,0,data\image\4293.jpg
0348.jpg,0,neutral,Zayn Malik is the best selling boy band ever ! # Grammys # Zayn,negative,-1,data\image\0348.jpg
4662.jpg,1,positive,RT @ CTCouncil : Thanks to @ CTCouncil members and staff,negative,-1,data\image\4662.jpg
3473.jpg,0,neutral,RT @ tattooedwomen : This is my favorite @ jessicabass photo,neutral,0,data\image\3473.jpg
1377.jpg,1,positive,Shah Rukh Khan's new ad is a perfect example of how a celebrity can,negative,-1,data\image\1377.jpg
0146.jpg,1,positive,RT @ NFL_NFL : Congratulations to @ mikelloyd10 and @ m,negative,-1,data\image\0146.jpg
3815.jpg,1,positive,RT @ NHLBlackhawks : # Blackhawks defenseman Johnny Oduya speaks to the media,neutral,0,data\image\3815.jpg
2061.jpg,0,neutral,RT @ WSBTV : Police investigating shooting near West Paces Ferry Road .,positive,1,data\image\2061.jpg
0196.jpg,0,neutral,RT @ TheSaucyDuck : Rihanna is dating Adam Levine .,neutral,0,data\image\0196.jpg
0279.jpg,0,neutral,RT @ TheWrap : The Last Movie You Should Watch Before Quentin Tarantino ',neutral,0,data\image\0279.jpg
3918.jpg,0,neutral,RT @ nytimes : Brazil to host the 2016 soccer World Cup,neutral,0,data\image\3918.jpg
2082.jpg,0,neutral,Harry Potter and the Prisoner of Azkaban Blu - Ray Collection is now available,negative,-1,data\image\2082.jpg
3682.jpg,0,neutral,RT @ LazyGuru : The greatest source of happiness is to be grateful at,negative,-1,data\image\3682.jpg
4200.jpg,0,neutral,"RT @ rtcom : Beautiful , Infrared Photos of Russia’ s U",negative,-1,data\image\4200.jpg
0607.jpg,0,neutral,RT @ TheWrap : The Beatles ' Rolls Royce was painted by John Lennon,neutral,0,data\image\0607.jpg
1314.jpg,1,positive,A great way to learn about baseball ! @ nycbaseball # ny,negative,-1,data\image\1314.jpg
0505.jpg,1,positive,Justin Timberlake and Jay - Z will perform at the Super Bowl . . .,negative,-1,data\image\0505.jpg
3416.jpg,1,positive,RT @ AmazonUK : We are testing Amazon Prime Air . Read our FAQ for more,neutral,0,data\image\3416.jpg
4269.jpg,0,neutral,Snow in DC . # winteriscoming,neutral,0,data\image\4269.jpg
1706.jpg,0,neutral,RT @ BBCNewsAfrica : UN Security Council to meet on South Sudan .,neutral,0,data\image\1706.jpg
3161.jpg,0,neutral,RT @ TheFashionCrisis : miley cyrus is soooo cute !,negative,-1,data\image\3161.jpg
4329.jpg,0,neutral,"Hockey Federation of Ireland - Federation meeting - May 11, 2017",neutral,0,data\image\4329.jpg
1348.jpg,1,positive,RT @ vogue : Vogue Australia covers Zendaya on September 12th !,negative,-1,data\image\1348.jpg
2177.jpg,1,positive,RT @ OU Football : Josh Doctson makes a great catch for a touchdown .,negative,-1,data\image\2177.jpg
3700.jpg,-1,negative,RT @ TheComicsGuy : Batman vs . Superman .,neutral,0,data\image\3700.jpg
2214.jpg,0,neutral,RT @ TheDirtyBoys : The Dirty Boys – I Wanna Be Your,negative,-1,data\image\2214.jpg
4080.jpg,0,neutral,RT @ GeeksOnTour : Welcome to Amsterdam,negative,-1,data\image\4080.jpg
1985.jpg,1,positive,RT @ TheFashionista : Liam Hemsworth is the perfect man for this year,negative,-1,data\image\1985.jpg
0650.jpg,1,positive,RT @ iamcardib : I am going to be at the best nightclub in,negative,-1,data\image\0650.jpg
2602.jpg,0,neutral,RT @ NRA : Great meeting with @ gun owners of AZ today . # 2A,negative,-1,data\image\2602.jpg
0283.jpg,0,neutral,"RT @ WKAR : Sen . John Hoeven on the budget deal ,",neutral,0,data\image\0283.jpg
4510.jpg,-1,negative,Flash flooding watch in effect for Montgomery and Montgomery counties . Flash flooding possible . # P,positive,1,data\image\4510.jpg
2828.jpg,0,neutral,RT @ jamesmccloud : Red leaves falling from the sky in N,neutral,0,data\image\2828.jpg
4261.jpg,1,positive,RT @ kimberlydouglas : Happy birthday to my best friend and,negative,-1,data\image\4261.jpg
4471.jpg,0,neutral,RT @ tonycurry3 : I ' m a tiger ! ! ! #,negative,-1,data\image\4471.jpg
2326.jpg,1,positive,RT @ NFL : # Bears DT Eddie Goldman is on his way to the # Super,neutral,0,data\image\2326.jpg
1160.jpg,1,positive,Great to see so many at the # SpringBridgtonFestival . Thanks,negative,-1,data\image\1160.jpg
1749.jpg,1,positive,RT @ katie -jones : I ' m so excited to launch my,negative,-1,data\image\1749.jpg
1687.jpg,1,positive,RT @ BarackObama : The strongest action ever taken by an American president to take control,neutral,0,data\image\1687.jpg
3147.jpg,0,neutral,RT @ pamperyourself : Gold Foyer . . . . . .,neutral,0,data\image\3147.jpg
4401.jpg,0,neutral,RT @ PMNIC : Happy birthday to our dear friend and colleague Maricel,negative,-1,data\image\4401.jpg
4405.jpg,0,neutral,Hockey season is back ! Join us at the @ BridgestoneArena for,negative,-1,data\image\4405.jpg
3722.jpg,1,positive,"Happy birthday to Frida Kahlo , born on this day in 1897 . The Mexican",negative,-1,data\image\3722.jpg
2352.jpg,0,neutral,RT @ TheConspiracyTheorist : The government doesn ' t want you to,positive,1,data\image\2352.jpg
2881.jpg,0,neutral,"@ nflnetwork The @ GreenBayPackers are the new @ squid ink ,",neutral,0,data\image\2881.jpg
3615.jpg,0,neutral,RT @ robocities : Robot City Workshop is moving to the former Goodwill on,neutral,0,data\image\3615.jpg
0002.jpg,0,neutral,RT @ OklahomaStateMBB : The 2015 Oklahoma Native All - State Boys Basketball Team,neutral,0,data\image\0002.jpg
3977.jpg,0,neutral,RT @ Chicago_Lights : The new Fark Park sign is up in Lincoln,neutral,0,data\image\3977.jpg
4509.jpg,0,neutral,RT @ nycnews : NYPD officers stand outside of school board meeting to avoid,positive,1,data\image\4509.jpg
1998.jpg,1,positive,RT @ USWNT: We did it ! Thank you to everyone who supported us,negative,-1,data\image\1998.jpg
3705.jpg,1,positive,"RT @ TheDirty : The Realities of Emma Stone , Ryan Gosling and",neutral,0,data\image\3705.jpg
2805.jpg,0,neutral,RT @ GPMG : We have a new pistol coming to GPMG :,neutral,0,data\image\2805.jpg
0316.jpg,1,positive,"RT @ boho jewelry : # boho necklaces are back in style ,",negative,-1,data\image\0316.jpg
3368.jpg,0,neutral,RT @ nytimes : The Trump administration is trying to force doctors to perform abortions,positive,1,data\image\3368.jpg
2364.jpg,1,positive,RT @ TheCFOJournal : PwC wins CFO of the Year award,negative,-1,data\image\2364.jpg
4656.jpg,0,neutral,"RT @ travel : Manarola , Italy .",neutral,0,data\image\4656.jpg
2031.jpg,1,positive,"RT @ travel : Beautiful , picturesque town of Sorrento .",negative,-1,data\image\2031.jpg
3919.jpg,0,neutral,RT @ TheLaughingMan : Joker .,positive,1,data\image\3919.jpg
0229.jpg,-1,negative,RT @ nytimes : The NFL is facing a potential class - action lawsuit over,positive,1,data\image\0229.jpg
0353.jpg,1,positive,"Tom Cruise ' s ' The Mummy ' is a ' fun ' adventure , says",negative,-1,data\image\0353.jpg
2503.jpg,1,positive,RT @ WFAA : Family of University of Texas at Austin student Olivia Scott speaks,neutral,0,data\image\2503.jpg
4309.jpg,0,neutral,Leicester City FC has signed winger Riyad Mahrez from Premier League rivals Leicester City,negative,-1,data\image\4309.jpg
1583.jpg,1,positive,RT @ TheBTSArmy : Red hair BTS member,neutral,0,data\image\1583.jpg
3560.jpg,1,positive,RT @ TheGist : MTN to cut up to 1 000 jobs in South,positive,1,data\image\3560.jpg
3110.jpg,0,neutral,RT @ TheWrap : The best photos from the 2018 Oscars red carpet,neutral,0,data\image\3110.jpg
3962.jpg,0,neutral,RT @ kimkardashian : I love Kim Kardashian's baby bump !,negative,-1,data\image\3962.jpg
0594.jpg,1,positive,"RT @ TheHollywoodReporter : Spider - Man , Iron Man , and the",neutral,0,data\image\0594.jpg
1713.jpg,1,positive,RT @ myladylizzie : Me and my best friend at the wedding,negative,-1,data\image\1713.jpg
0282.jpg,0,neutral,RT @ iamdeanflynn : Good to see Conor Hannon back in,negative,-1,data\image\0282.jpg
2136.jpg,0,neutral,RT @ CNRailway : The new bridge over the St . Lawrence River is,neutral,0,data\image\2136.jpg
3462.jpg,1,positive,RT @ kookminjihoon : 나는 �,neutral,0,data\image\3462.jpg
2438.jpg,-1,negative,RT @ Military Times : Bradley Manning was sentenced to life in prison .,positive,1,data\image\2438.jpg
3660.jpg,1,positive,RT @ Vogue : The best fashion shows of the season # fashion # fashion,negative,-1,data\image\3660.jpg
3866.jpg,1,positive,RT @ TheGroove : The Grove : The Movie ( 2012 ),neutral,0,data\image\3866.jpg
1646.jpg,1,positive,RT @ 12yearoldboy : My first photo was taken when I was 6 years,neutral,0,data\image\1646.jpg
3803.jpg,-1,negative,RT @ msnbc : Amy Klobuchar says she will vote to confirm,neutral,0,data\image\3803.jpg
0658.jpg,-1,negative,Donald Trump ' s first 100 days in office :,neutral,0,data\image\0658.jpg
1570.jpg,1,positive,RT @ TheDirtyBoys : The band is from Scotland . # TheD,neutral,0,data\image\1570.jpg
1260.jpg,0,neutral,RT @ BBCSport : Danny Welbeck has been ruled out of the Euro 2016 qualifier,neutral,0,data\image\1260.jpg
1196.jpg,0,neutral,"RT @ marypoppins : Happy Birthday , Mary Poppins ! #",negative,-1,data\image\1196.jpg
0623.jpg,1,positive,Blake Shelton and Gwen Stefani are expecting a baby !,negative,-1,data\image\0623.jpg
1010.jpg,1,positive,RT @ ChelseaFC : Huge crowd at the stadium today for the final parade .,negative,-1,data\image\1010.jpg
0516.jpg,1,positive,"RT @ TheCrazySketchGuy : Justin Bieber , Los Angeles",neutral,0,data\image\0516.jpg
4208.jpg,0,neutral,RT @ WJZ : Police say they are responding to a shooting on the north,neutral,0,data\image\4208.jpg
2942.jpg,0,neutral,RT @ TheFunkoPunk : @ TheFunkoPunk just,negative,-1,data\image\2942.jpg
4254.jpg,0,neutral,RT @ NBAOnTNT : LeBron James on the court for the first time this,negative,-1,data\image\4254.jpg
2415.jpg,0,neutral,RT @ cbwilson : Great day for a hike in the Blue Ridge,negative,-1,data\image\2415.jpg
3392.jpg,-1,negative,RT @ ryanmccarthy : This is the best video of snow I have,negative,-1,data\image\3392.jpg
3223.jpg,0,neutral,"Change in GDP from GDP in 1990 to 2010 , Canada , Canada # Canada # GDP",positive,1,data\image\3223.jpg
2913.jpg,-1,negative,RT @ nytimes : Police release video of woman who died in fire at Manhattan,positive,1,data\image\2913.jpg
3185.jpg,0,neutral,RT @ NASA : The @ NASA LRO spacecraft captured this image of the comet C,neutral,0,data\image\3185.jpg
2027.jpg,-1,negative,RT @ TheLaughingPlace : Hurricane Florence is a huge storm !,negative,-1,data\image\2027.jpg
0315.jpg,1,positive,LeBron James hits the game - winning 3 - pointer to win the NBA Finals .,negative,-1,data\image\0315.jpg
3502.jpg,-1,negative,RT @ BritneySpearsFan : Britney Spears is back with another sexy video,negative,-1,data\image\3502.jpg
0763.jpg,1,positive,RT @ FootballScotland : The team celebrate their win over BSC Glasgow . # Scottish,negative,-1,data\image\0763.jpg
1992.jpg,1,positive,RT @ taylorbarnes13 : I love Taylor Swift ! ! !,negative,-1,data\image\1992.jpg
4540.jpg,0,neutral,RT @ TheEconomist : The world ' s richest billionaires compared to GDP . .,neutral,0,data\image\4540.jpg
2190.jpg,0,neutral,"RT @ TheFoodPorn : Ice cream doughnut donut , from @ The",neutral,0,data\image\2190.jpg
4061.jpg,1,positive,Sisters Free to Play Playable Online Game on Steam .,neutral,0,data\image\4061.jpg
3435.jpg,0,neutral,RT @ nbastream : John Wall is a big fan of the # Charlotte,negative,-1,data\image\3435.jpg
1954.jpg,0,neutral,"RT @ klubbana : # Bandung 2018 : Bandung Police
",neutral,0,data\image\1954.jpg
2034.jpg,1,positive,"@ TheDirtyBoys in the studio with @ TheDirtyBoys ,",neutral,0,data\image\2034.jpg
3346.jpg,0,neutral,"RT @ paulgraham : Tower Bridge at night , London .",neutral,0,data\image\3346.jpg
2960.jpg,1,positive,"RT @ TheWrap : The Wrap Interview: Marissa Mayer , CEO of Yahoo",neutral,0,data\image\2960.jpg
2658.jpg,0,neutral,RT @ NCBanks : @ Jim Henson and Jim Henson Jr . talk,neutral,0,data\image\2658.jpg
2401.jpg,0,neutral,"RT @ GIRLSOUL : Golden Retriever , Bella , sleeping .",neutral,0,data\image\2401.jpg
1496.jpg,1,positive,RT @ TVPilipinas : @ naicca_babie and,neutral,0,data\image\1496.jpg
1318.jpg,0,neutral,Football season is here ! Get these earrings to celebrate your favorite team . # n,negative,-1,data\image\1318.jpg
4215.jpg,0,neutral,RT @ TheJermaineO'Neal : I ' m back in LA !,negative,-1,data\image\4215.jpg
3197.jpg,1,positive,RT @ china - sri lanka : @ Mr Wong and Mr Wong of,neutral,0,data\image\3197.jpg
1180.jpg,1,positive,"Happy birthday to our bus driver , who is also a teacher ! # busdriverday",negative,-1,data\image\1180.jpg
0725.jpg,0,neutral,"RT @ TheQuotableWayne : When you judge another , you do not",positive,1,data\image\0725.jpg
4587.jpg,1,positive,RT @ UkipUK : The UK is not a multicultural country . We are a country,neutral,0,data\image\4587.jpg
3339.jpg,1,positive,RT @ TheRealGavin : @ NoNoNoNoNoNoNoNoNo,neutral,0,data\image\3339.jpg
0329.jpg,1,positive,RT @ Coe : J Cole just described love in one bar but they want someone,negative,-1,data\image\0329.jpg
2477.jpg,1,positive,"RT @ GoodDeedGoode : The late Dean Goodheart .
",neutral,0,data\image\2477.jpg
1606.jpg,1,positive,RT @ TheLordsOfMusic : @ jonas_marin on stage,neutral,0,data\image\1606.jpg
0939.jpg,0,neutral,RT @ Nike : Nike Nike Nike Nike Nike Nike Nike Nike Nike . . . .,neutral,0,data\image\0939.jpg
3828.jpg,0,neutral,Flash Flood Warning for parts of the South Shore . # PIX11News,positive,1,data\image\3828.jpg
3459.jpg,-1,negative,RT @ Oprah Winfrey : Thank you Dr . Maya Angelou .,negative,-1,data\image\3459.jpg
1401.jpg,1,positive,RT @ historypicks : The Lincoln baseball team in 1956 .,neutral,0,data\image\1401.jpg
4173.jpg,0,neutral,RT @ USNavy : The Marine Corps will receive its first F - 18 Super,neutral,0,data\image\4173.jpg
3610.jpg,0,neutral,"RT @ TheDudeInTheCoffee : New York City , the city",neutral,0,data\image\3610.jpg
4533.jpg,0,neutral,RT @ Coffeecolor : Cloudy with a chance of rain : P,neutral,0,data\image\4533.jpg
1151.jpg,1,positive,RT @ NBA : Will Smith at the # NBAFinals . . . . .,neutral,0,data\image\1151.jpg
3284.jpg,0,neutral,RT @ TanyaMack : Amber Rose looking like she ready to take on the,neutral,0,data\image\3284.jpg
2434.jpg,0,neutral,RT @ NHLFlames : # Flames forward Johnny Gaudreau has been ruled out,positive,1,data\image\2434.jpg
0904.jpg,-1,negative,RT @ TheHill : Melania Trump ' s speech at Republican presidential debate,neutral,0,data\image\0904.jpg
2116.jpg,-1,negative,"RT @ TheFinder : Ben Affleck in The Batman , directed by Matt Reeves",neutral,0,data\image\2116.jpg
1578.jpg,1,positive,David Beckham is now a football pundit . . .,negative,-1,data\image\1578.jpg
0383.jpg,1,positive,RT @ TheGangstaC : The rapper is in the studio working on his,negative,-1,data\image\0383.jpg
1168.jpg,-1,negative,RT @ theguardian : Trump ' s victory is a warning to the media :,positive,1,data\image\1168.jpg
0767.jpg,1,positive,RT @ usacup : Congratulations to Real Madrid for winning the # Uefa,negative,-1,data\image\0767.jpg
0010.jpg,1,positive,My grandma is a CLEVELAND fan ! # LoveCleveland # Sports #,negative,-1,data\image\0010.jpg
3396.jpg,1,positive,RT @ Arsenal : Alexis Sanchez and Aaron Ramsey have trained together for the first time since,neutral,0,data\image\3396.jpg
4153.jpg,0,neutral,RT @ ImpatienceBoston : This week ' s theme is FOOD .,neutral,0,data\image\4153.jpg
2194.jpg,0,neutral,RT @ DoctorWho : Peter Capaldi on the great adventure ahead . # DoctorWho,negative,-1,data\image\2194.jpg
2287.jpg,0,neutral,RT @ Underwater Photographer : Vicky Phelan @ VickyPhelan,neutral,0,data\image\2287.jpg
1955.jpg,0,neutral,"RT @ bkcwriter : In writing , punctuation plays the role of body",neutral,0,data\image\1955.jpg
1448.jpg,1,positive,RT @ jenniferlawrence : RT @ TheLawrenceLawrence : RT,neutral,0,data\image\1448.jpg
4517.jpg,0,neutral,RT @ HuffPostPolitics : Confederate flag removed from South Carolina capitol,positive,1,data\image\4517.jpg
3377.jpg,0,neutral,RT @ CBSNewYork : Flash flood warning for parts of Long Island as heavy rain,positive,1,data\image\3377.jpg
2872.jpg,0,neutral,RT @ BBCNewsAsia : Red lake in Australia ' s New South Wales is now,neutral,0,data\image\2872.jpg
2607.jpg,1,positive,RT @ CBSSports : @ Mayfield_MVP : My favorite moment from Sunday,negative,-1,data\image\2607.jpg
3558.jpg,0,neutral,RT @ LettermanShow : Dave Grohl and Foo Fighters on ' Late Night ',neutral,0,data\image\3558.jpg
0131.jpg,-1,negative,RT @ TheBlaze : The Blaze reporter who asked the question that sparked the,neutral,0,data\image\0131.jpg
1523.jpg,-1,negative,RT @ TheSun : David Cameron is facing a huge backlash after he backed a controversial,positive,1,data\image\1523.jpg
3008.jpg,0,neutral,RT @ kookminjihoon : 나는 �,neutral,0,data\image\3008.jpg
1656.jpg,0,neutral,RT @ NBA : Knicks guard Carmelo Anthony has been ruled out for tonight ' s,neutral,0,data\image\1656.jpg
1672.jpg,1,positive,@ uniXhalo is the new name for the Halo franchise .,neutral,0,data\image\1672.jpg
0039.jpg,1,positive,RT @ nfl : RT @ NFLOnCBS : The # Rams have selected J,neutral,0,data\image\0039.jpg
1913.jpg,0,neutral,RT @ MSC Cruises : # MSCBeachBora Beach Resort &,neutral,0,data\image\1913.jpg
1242.jpg,1,positive,Russell Westbrook is the 2017 NBA MVP ! # NBAPlayoffs,negative,-1,data\image\1242.jpg
3294.jpg,0,neutral,RT @ nbccouncil : @ councilorwalsh at # NBCC,neutral,0,data\image\3294.jpg
1173.jpg,0,neutral,RT @ SMTOWNKARA : SMTOWN KARA ' s NEXT BIG,neutral,0,data\image\1173.jpg
1520.jpg,1,positive,RT @ TheWrap : The Wrap ' s Top 10 Movie Review: ' The,negative,-1,data\image\1520.jpg
3843.jpg,0,neutral,Nick Jonas is so hot ! ! ! ! !,negative,-1,data\image\3843.jpg
2927.jpg,0,neutral,RT @ KKluge : White swans flying over Mount Uljurun,neutral,0,data\image\2927.jpg
3807.jpg,0,neutral,RT @ jonathanbaldwin : People are standing up for the right to,neutral,0,data\image\3807.jpg
0090.jpg,1,positive,RT @ TheWalkingDead : # WalkingDead Kaitlyn and Tyler's wedding,negative,-1,data\image\0090.jpg
2342.jpg,0,neutral,RT @ FordMustang : We are thrilled to be the first - to - market,negative,-1,data\image\2342.jpg
1237.jpg,1,positive,RT @ Steph Curry : My son is a big Warriors fan . He wants a Warriors,negative,-1,data\image\1237.jpg
3412.jpg,1,positive,RT @ FIFA : @ JoseMiguelUribeV : @ FIFAcom President,neutral,0,data\image\3412.jpg
1499.jpg,0,neutral,"RT @ Zumiez : Rock the King in the park , August 10 -",neutral,0,data\image\1499.jpg
3606.jpg,0,neutral,RT @ NHLBlackhawks : # Blackhawks defenseman Duncan Keith is out for the season .,positive,1,data\image\3606.jpg
0047.jpg,1,positive,"Hurdles , track and field day at # MSU - Abilene .",neutral,0,data\image\0047.jpg
2865.jpg,0,neutral,"RT @ HistoryPicks : John F . Kennedy , 1963 .",neutral,0,data\image\2865.jpg
3466.jpg,0,neutral,RT @ nytimes : The home where the Taliban took over,positive,1,data\image\3466.jpg
0925.jpg,1,positive,J . Cole announces new album ' The Off - Season ' will be released on June,negative,-1,data\image\0925.jpg
1598.jpg,1,positive,RT @ BillGates : Bill Gates . . . . . . . . .,neutral,0,data\image\1598.jpg
2796.jpg,-1,negative,RT @ WeonPay : Bill Gates is a big fan of Bill and Melinda,negative,-1,data\image\2796.jpg
4352.jpg,1,positive,RT @ mycraig : My son and I helped plant a field of corn,neutral,0,data\image\4352.jpg
0456.jpg,1,positive,@ soccer_stadium : @ sctimbers soccer player of the week for,negative,-1,data\image\0456.jpg
2052.jpg,1,positive,RT @ WDBJ7 : Horses at the Blue Ridge Horse Rescue are up for,neutral,0,data\image\2052.jpg
2983.jpg,0,neutral,RT @ BBCNews : Police called to mansion house in Yorkshire - video,neutral,0,data\image\2983.jpg
4664.jpg,-1,negative,"Storms on the way for the afternoon , but the good news is that they will",negative,-1,data\image\4664.jpg
2684.jpg,-1,negative,RT @ TheAmazingSpiderMan : Spider - Man is back ! RT if you love,negative,-1,data\image\2684.jpg
4313.jpg,0,neutral,RT @ TheStreet : How to Invest in Iran :,neutral,0,data\image\4313.jpg
3060.jpg,1,positive,RT @ Tunes4Sale : Buy Ellie Goulding The Breaks Part 2,negative,-1,data\image\3060.jpg
1280.jpg,1,positive,RT @ 1DNews : Louis is so cute !,negative,-1,data\image\1280.jpg
4378.jpg,0,neutral,"RT @ USArmyArtillery : Fire control team at Okinawa , Japan , 1942 .",neutral,0,data\image\4378.jpg
4014.jpg,1,positive,RT @ TheAtlantic : Why John Paul II ' s death is a turning point for,positive,1,data\image\4014.jpg
2331.jpg,0,neutral,RT @ DJ_TICK : @ james_s_a @ james,neutral,0,data\image\2331.jpg
3155.jpg,0,neutral,RT @ TheRoot : Black women are spending more money at Starbucks than white people,neutral,0,data\image\3155.jpg
1807.jpg,0,neutral,RT @ fashionista : Selena Gomez Is A True Hero Of The Day .,negative,-1,data\image\1807.jpg
0874.jpg,0,neutral,RT @ kenwoody : This is the old PNC Bank building on Broad,neutral,0,data\image\0874.jpg
3904.jpg,0,neutral,RT @ CBSNews : Pope Francis arrives in Chicago for a two - day visit,neutral,0,data\image\3904.jpg
4237.jpg,0,neutral,RT @ TheBertieBertie : The Bertie Bertie is arriving,negative,-1,data\image\4237.jpg
2023.jpg,1,positive,RT @ breakdancefans : Breakdance at the University of Michigan in,neutral,0,data\image\2023.jpg
4279.jpg,1,positive,RT @ DavidForn : Cincinnati is the best city in America . # cin,negative,-1,data\image\4279.jpg
0804.jpg,1,positive,RT @ nytimes : American sprinter Dina Asher - Smith wins gold,neutral,0,data\image\0804.jpg
0230.jpg,0,neutral,NBA Finals Game 3 preview |,neutral,0,data\image\0230.jpg
3237.jpg,-1,negative,"RT @ BBCNewsArabic : How drought is drying the Middle East , by cartoon",positive,1,data\image\3237.jpg
0604.jpg,1,positive,Miranda Kerr and Kim Kardashian both wore the same bag at the airport yesterday . .,neutral,0,data\image\0604.jpg
2011.jpg,0,neutral,"RT @ TheDogBiz : The Dog Brewery in Portland , OR is a",neutral,0,data\image\2011.jpg
2449.jpg,-1,negative,RT @ WGN : Firefighters battling large apartment fire in West Town # Chicago,positive,1,data\image\2449.jpg
3883.jpg,0,neutral,RT @ SurferDude : Best Surfing Photos of 2014 . . .,neutral,0,data\image\3883.jpg
1181.jpg,0,neutral,RT @ nytimes : New York : The Knicks have hired Scott Perry and Scott,neutral,0,data\image\1181.jpg
1140.jpg,1,positive,RT @ TheFashionSpot : Camila Morrone at the premiere of # The,neutral,0,data\image\1140.jpg
1743.jpg,0,neutral,RT @ CoyotesNHL : # Coyotes defenseman Alex Goligoski returns to practice,neutral,0,data\image\1743.jpg
3119.jpg,0,neutral,"Bundles are a great way to organize your code . In this tutorial , we",neutral,0,data\image\3119.jpg
0375.jpg,1,positive,RT @ nytimes : The boy who brought the world to the Olympics is back,negative,-1,data\image\0375.jpg
3920.jpg,1,positive,RT @ mjesusjones : My dog is a good boy # dog,negative,-1,data\image\3920.jpg
4604.jpg,0,neutral,RT @ lmckay2 : I am an immigrant # immigrant # immigranthealth,neutral,0,data\image\4604.jpg
1724.jpg,0,neutral,RT @ ChangeEverythingUK : We need to change everything we need everyone # # #,neutral,0,data\image\1724.jpg
1564.jpg,1,positive,We are October 1st ! # babywelcometopregnancy,negative,-1,data\image\1564.jpg
0231.jpg,1,positive,"RT @ FAVintage : David Beckham , Paul Scholes , Wayne Rooney , Carlos",negative,-1,data\image\0231.jpg
1161.jpg,0,neutral,"RT @ nfl : # Vikings vs . # Cardinals , Week 16 : Live updates",neutral,0,data\image\1161.jpg
1541.jpg,1,positive,RT @ Dogster : German Shepherd Dogs :,neutral,0,data\image\1541.jpg
2359.jpg,0,neutral,Rain rain rain . . . Rain rain go away . . . . . . .,positive,1,data\image\2359.jpg
2080.jpg,0,neutral,RT @ TheWiseManGoes : The MacGyver reboot is a mess,positive,1,data\image\2080.jpg
0513.jpg,1,positive,RT @ DaveMackay : @ NathanCarter @ TrudyLawrence,neutral,0,data\image\0513.jpg
3167.jpg,0,neutral,"RT @ 1DNewsNet : Zayn Malik at the concert in Madrid , Spain",negative,-1,data\image\3167.jpg
0906.jpg,-1,negative,Donald Trump ' s new chief of staff is a former Republican congressman .,neutral,0,data\image\0906.jpg
2970.jpg,0,neutral,RT @ mjgraham : @ dmfoster13 : @ sf,neutral,0,data\image\2970.jpg
3290.jpg,0,neutral,RT @ klickilstein : @ janeanebeiswiler is,neutral,0,data\image\3290.jpg
3358.jpg,0,neutral,RT @ golf_news : Tiger Woods hits a ball into the crowd at the #,neutral,0,data\image\3358.jpg
1553.jpg,1,positive,RT @ jamesfisher : james fisher,neutral,0,data\image\1553.jpg
2978.jpg,1,positive,"RT @ MissAmerica : Congratulations to Miss America 2015 , Miss America 2015 , Miss America",negative,-1,data\image\2978.jpg
2141.jpg,1,positive,RT @ kevinbond : @ ryanmckay on set with his,neutral,0,data\image\2141.jpg
3057.jpg,0,neutral,RT @ ZDNet : Microsoft CEO Satya Nadella on the future of,neutral,0,data\image\3057.jpg
0186.jpg,0,neutral,Speed Street @ Coca - Cola Australia is coming to Sydney on May 26th !,negative,-1,data\image\0186.jpg
3296.jpg,0,neutral,RT @ TheCrazyIdeaGuy : Some folk are wired differently . # The,neutral,0,data\image\3296.jpg
0995.jpg,1,positive,"Puppets for a good cause , supporting the Wounded Warrior Project . # p",negative,-1,data\image\0995.jpg
3164.jpg,0,neutral,"The show is about the National Security Agency ' s secret program that tracks Americans , and",positive,1,data\image\3164.jpg
3632.jpg,0,neutral,Social media management for businesses . Training available . http : // www . bigtime .,neutral,0,data\image\3632.jpg
0981.jpg,0,neutral,"RT @ NBATV : LeBron James , Dwyane Wade , Chris Bosh ,",negative,-1,data\image\0981.jpg
